Real_TB,MLP_TB,LSTM_TB,GRU_TB,TFKAN_TB,PINT_TB,EXP_TB,ARIMA_TB,PROPHET_TB,MOE_TB
396.04373,398.62225,372.44617,400.34747,390.49847,392.72073,388.4439,403.55472,400.359663379188,397.27948
396.0744,398.66617,372.45926,400.39706,390.5215,392.7229,388.45767,403.58286,400.40744480023034,397.31763
396.0527,398.7041,372.45847,400.42645,390.53107,392.72745,388.47144,403.61096,400.4365458857205,397.34973
396.01828,398.70163,372.4515,400.4348,390.51062,392.73352,388.4852,403.63904,400.46162821953556,397.36227
396.00943,398.6771,372.44138,400.43732,390.47678,392.7402,388.49896,403.66718,400.5042976908615,397.36792
396.00446,398.66437,372.43198,400.44803,390.47647,392.74734,388.5127,403.69525,400.5714587665516,397.38385
396.19348,398.6817,372.43225,400.46387,390.4816,392.75476,388.5265,403.72336,400.64616472226106,397.41183
396.24954,398.7092,372.43448,400.51947,390.4958,392.7651,388.54025,403.7515,400.70093073600054,397.44815
396.215,398.73862,372.44046,400.55707,390.50528,392.7783,388.55402,403.77957,400.72146067483357,397.4765
396.15787,398.75604,372.4473,400.56418,390.49036,392.7929,388.56778,403.80768,400.7190100888723,397.49078
396.1434,398.74622,372.45322,400.55878,390.44696,392.80743,388.58154,403.8358,400.71997166249776,397.49194
396.1368,398.7604,372.46188,400.5666,390.4772,392.8213,388.59528,403.8639,400.74286452843376,397.50916
