weight_MLP,weight_LSTM,weight_GRU,weight_PINN,weight_TFKAN,weight_EXP,weight_ARIMA,weight_PROPHET
3.118e-42,5.918479e-31,7.8e-44,0.0,4.5981535e-13,1.2313e-41,0.0,1.0
2.487e-42,5.149444e-31,6.7e-44,0.0,4.3586125e-13,1.0804e-41,0.0,1.0
1.373e-42,3.2828896e-31,3.9e-44,0.0,3.695679e-13,6.568e-42,0.0,1.0
6.25e-43,1.7835286e-31,1.8e-44,0.0,2.956811e-13,3.107e-42,0.0,1.0
2.91e-43,9.963403e-32,8e-45,0.0,2.3877214e-13,1.398e-42,0.0,1.0
1.54e-43,6.222203e-32,4e-45,0.0,1.988019e-13,7.03e-43,0.0,1.0
1.16e-43,5.1866425e-32,3e-45,0.0,1.8292145e-13,5.11e-43,0.0,1.0
1e-43,4.8374343e-32,3e-45,0.0,1.7651951e-13,4.46e-43,0.0,1.0
8.5e-44,4.4444674e-32,1e-45,0.0,1.7126554e-13,4.05e-43,0.0,1.0
4.6e-44,2.8090636e-32,1e-45,0.0,1.4475357e-13,2.47e-43,0.0,1.0
2e-44,1.3931252e-32,0.0,0.0,1.11283175e-13,1.1e-43,0.0,1.0
8e-45,7.508412e-33,0.0,0.0,8.845403e-14,4.9e-44,0.0,1.0
4e-45,4.231162e-33,0.0,0.0,7.054215e-14,2.2e-44,0.0,1.0
3e-45,3.7281233e-33,0.0,0.0,6.6529864e-14,1.7e-44,0.0,1.0
3e-45,3.8183972e-33,0.0,0.0,6.678108e-14,1.5e-44,0.0,1.0
3e-45,3.8839175e-33,0.0,0.0,6.7622164e-14,1.5e-44,0.0,1.0
